,City,Country,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Date
274,hasaki,jp,35.7333,140.8333,23.16,84.0,4.0,1.24,1626900033.0
275,sambava,mg,-14.2667,50.1667,21.72,85.0,55.0,6.25,1626900039.0
276,yatou,cn,37.15,122.3833,22.77,88.0,64.0,1.11,1626900426.0
277,madimba,tz,-10.4,40.3333,21.94,92.0,1.0,3.5,1626900426.0
278,berlevag,no,70.8578,29.0864,7.0,81.0,75.0,11.83,1626900427.0
279,fairview,ca,40.8126,-73.999,28.39,59.0,75.0,0.0,1626900309.0
280,phek,in,25.6667,94.5,16.1,99.0,97.0,1.25,1626900427.0
281,ostrovnoy,ru,68.0531,39.5131,7.15,86.0,80.0,4.37,1626900034.0
282,portland,au,45.5234,-122.6762,24.73,45.0,75.0,4.63,1626900417.0
283,mulanje,mw,-16.0316,35.5,19.07,62.0,2.0,1.58,1626900428.0
284,ixtapa,mx,20.7,-105.2,32.9,72.0,99.0,1.79,1626900428.0
285,dingle,ie,10.9995,122.6711,25.22,81.0,100.0,5.18,1626899988.0
286,shahrud,ir,36.4182,54.9763,24.91,22.0,0.0,2.36,1626900428.0
287,champerico,gt,14.3,-91.9167,32.75,69.0,35.0,2.86,1626900429.0
288,marquette,us,46.5333,-87.6335,23.67,49.0,96.0,0.45,1626900247.0
289,dakar,sn,14.6937,-17.4441,29.07,79.0,0.0,5.14,1626900429.0
290,mercedes,ar,-34.6515,-59.4307,17.72,51.0,61.0,3.46,1626900081.0
291,shelburne,ca,44.0787,-80.2041,23.09,33.0,0.0,4.96,1626900137.0
292,jiayuguan,cn,39.8167,98.3,22.42,49.0,73.0,1.65,1626900429.0
293,panguna,pg,-6.3164,155.4848,21.5,93.0,99.0,0.94,1626900430.0
294,darlowo,pl,54.421,16.4107,17.75,78.0,4.0,2.17,1626900430.0
295,husavik,is,66.0449,-17.3389,19.95,66.0,5.0,1.96,1626899954.0
296,abatskoye,ru,56.2875,70.4555,19.07,64.0,28.0,5.29,1626900430.0
297,isla vista,us,34.4133,-119.861,37.97,52.0,1.0,4.12,1626900431.0
298,bandarbeyla,so,9.4942,50.8122,24.85,85.0,56.0,11.64,1626900038.0
299,ugoofaaru,mv,5.6667,73.0,28.5,75.0,100.0,7.71,1626900431.0
300,aginskoye,ru,51.1,114.53,18.04,99.0,100.0,3.0,1626900293.0
301,luderitz,na,-26.6481,15.1594,12.38,50.0,0.0,9.68,1626900055.0
302,kangshan,tw,28.8812,116.4311,24.83,79.0,100.0,4.13,1626900432.0
303,ketchikan,us,55.3422,-131.6461,13.26,100.0,90.0,2.57,1626900432.0
304,toora-khem,ru,52.4675,96.11,14.71,76.0,92.0,1.45,1626900432.0
305,kalat,pk,29.0225,66.5916,21.54,26.0,0.0,2.47,1626900433.0
306,waipawa,nz,-41.4122,175.5153,11.13,87.0,100.0,3.25,1626900433.0
307,dalian,cn,38.9122,121.6022,22.96,88.0,0.0,1.0,1626900433.0
308,narsaq,gl,60.9167,-46.05,10.12,97.0,100.0,0.95,1626899968.0
309,lincoln,us,40.8,-96.667,31.88,51.0,20.0,0.89,1626900157.0
310,bradford,us,53.7939,-1.7521,24.38,66.0,20.0,3.09,1626900434.0
311,pedernales,do,18.0384,-71.744,31.64,53.0,100.0,1.73,1626900434.0
312,alofi,nu,-19.0595,-169.9187,24.94,78.0,40.0,6.17,1626900055.0
313,nioaque,br,-21.1353,-55.83,24.3,20.0,3.0,2.2,1626900434.0
314,raudeberg,no,61.9875,5.1352,12.89,82.0,52.0,5.06,1626900345.0
315,oktyabrskiy,ru,54.4815,53.471,17.57,72.0,68.0,0.41,1626900435.0
316,charters towers,au,-20.1,146.2667,9.53,41.0,7.0,2.74,1626900435.0
317,uinskoye,ru,56.8817,56.5813,18.45,71.0,100.0,0.51,1626900436.0
318,wexford,ie,52.3342,-6.4575,21.42,85.0,99.0,2.01,1626900436.0
319,tarko-sale,ru,64.9225,77.785,20.08,64.0,100.0,8.87,1626900436.0
320,sao tome,br,0.3365,6.7273,24.35,77.0,45.0,3.43,1626900436.0
321,rawlins,us,41.7911,-107.2387,31.12,19.0,1.0,4.63,1626900416.0
322,puerto escondido,mx,15.85,-97.0667,31.65,61.0,20.0,2.54,1626900040.0
323,lonevag,no,60.5262,5.4937,13.49,83.0,50.0,1.5,1626900437.0
324,iqaluit,ca,63.7506,-68.5145,5.85,93.0,90.0,2.24,1626899780.0
325,vestmanna,fo,62.1564,-7.1664,11.51,100.0,19.0,6.69,1626900213.0
326,castlegar,ca,49.2998,-117.6689,31.83,21.0,39.0,4.54,1626900437.0
327,cabadiangan,ph,9.7531,122.4739,26.44,87.0,100.0,5.85,1626900438.0
328,wanning,cn,18.8003,110.3967,26.43,88.0,100.0,3.68,1626900106.0
329,mangai,cd,-4.05,19.5333,24.16,34.0,11.0,0.63,1626900248.0
330,rio gallegos,ar,-51.6226,-69.2181,5.03,75.0,75.0,3.09,1626900438.0
331,loudi,cn,27.7344,111.9944,25.4,85.0,80.0,1.08,1626900439.0
332,severo-kurilsk,ru,50.6789,156.125,11.19,93.0,22.0,1.12,1626899997.0
333,bonthe,sl,7.5264,-12.505,25.58,79.0,81.0,3.42,1626900212.0
334,muhos,fi,64.808,25.9931,15.88,68.0,99.0,5.32,1626900439.0
335,matamoros,mx,25.5333,-103.25,26.17,54.0,100.0,3.6,1626900361.0
336,margate,za,51.3813,1.3862,21.05,72.0,0.0,0.45,1626900439.0
337,panacan,ph,9.2463,118.4082,26.48,79.0,100.0,2.37,1626900440.0
338,puerto lleras,co,3.0223,-73.4044,21.48,99.0,100.0,0.71,1626900440.0
339,copiapo,cl,-27.3667,-70.3333,12.83,25.0,42.0,2.27,1626899840.0
340,constitucion,mx,-35.3333,-72.4167,13.56,80.0,100.0,1.37,1626899984.0
341,ahtopol,bg,42.1,27.95,25.26,52.0,0.0,5.35,1626900440.0
342,qostanay,kz,53.1667,63.5833,22.16,56.0,0.0,4.0,1626900441.0
343,harnosand,se,62.6323,17.9379,17.0,60.0,73.0,4.38,1626900441.0
344,madera,mx,37.1666,-119.8343,39.66,13.0,0.0,0.45,1626900441.0
345,saint-francois,gp,46.4154,3.9054,20.69,74.0,0.0,1.03,1626900069.0
346,ponta delgada,pt,37.7333,-25.6667,21.4,73.0,20.0,7.2,1626900048.0
347,matane,ca,48.8286,-67.522,17.86,92.0,100.0,1.84,1626900442.0
348,siguiri,gn,11.6667,-9.5,23.91,90.0,97.0,1.35,1626900442.0
349,mareeba,au,-17.0,145.4333,13.02,80.0,35.0,0.84,1626900443.0
350,zhigansk,ru,66.7697,123.3711,14.22,63.0,47.0,2.37,1626900443.0
351,sorland,no,67.667,12.6934,10.04,92.0,100.0,10.43,1626900046.0
352,ilulissat,gl,69.2167,-51.1,9.01,76.0,40.0,1.54,1626900443.0
353,etchoropo,mx,26.7667,-109.6667,39.12,47.0,72.0,5.38,1626900367.0
354,nizhnevartovsk,ru,60.9344,76.5531,20.01,73.0,0.0,4.0,1626900226.0
355,lata,sb,40.1629,-8.3327,17.18,96.0,2.0,1.45,1626900213.0
356,letlhakeng,bw,-24.0944,25.0298,5.44,17.0,0.0,4.13,1626900444.0
357,sao miguel do araguaia,br,-13.275,-50.1628,29.75,23.0,0.0,2.06,1626900444.0
358,anadyr,ru,64.75,177.4833,13.28,71.0,0.0,3.58,1626900075.0
359,sotouboua,tg,8.5667,0.9833,22.11,90.0,79.0,1.64,1626900445.0
360,tromso,no,69.6496,18.957,9.36,87.0,75.0,9.26,1626900251.0
361,srednekolymsk,ru,67.45,153.6833,15.6,69.0,77.0,2.65,1626900041.0
362,hambantota,lk,6.1241,81.1185,26.88,78.0,100.0,9.07,1626899998.0
363,ranfurly,nz,-45.1333,170.1,4.25,97.0,100.0,1.82,1626900445.0
364,todos santos,mx,23.45,-110.2167,36.84,80.0,100.0,3.31,1626900003.0
365,north battleford,ca,52.7834,-108.2847,29.05,48.0,1.0,5.14,1626900405.0
366,tiznit,ma,29.5833,-9.5,26.57,39.0,25.0,0.8,1626900446.0
367,pacific grove,us,36.6177,-121.9166,33.67,78.0,1.0,1.34,1626899914.0
368,acapulco,mx,16.8634,-99.8901,31.21,67.0,41.0,2.91,1626900057.0
369,kailaras,in,26.3167,77.6167,30.31,72.0,98.0,2.22,1626900446.0
370,bartica,gy,6.4,-58.6167,25.18,95.0,81.0,1.5,1626900446.0
371,xingyi,cn,24.1877,102.817,15.92,96.0,77.0,0.89,1626900447.0
372,peniche,pt,39.3558,-9.3811,18.74,87.0,15.0,6.0,1626900382.0
373,termiz,uz,37.2242,67.2783,29.05,26.0,0.0,2.06,1626900447.0
374,panalingaan,ph,8.7842,117.4231,26.2,87.0,98.0,3.51,1626900448.0
375,valle de allende,mx,26.9333,-105.4,27.95,32.0,59.0,6.32,1626900448.0
376,maragogi,br,-9.0122,-35.2225,23.71,84.0,40.0,5.04,1626900092.0
377,caraz,pe,-9.0486,-77.81,22.07,38.0,73.0,1.11,1626900448.0
378,sioux lookout,ca,50.1001,-91.917,23.04,43.0,90.0,5.14,1626899836.0
379,tonantins,br,-2.8731,-67.8022,30.78,54.0,46.0,1.53,1626900449.0
380,inirida,co,3.8653,-67.9239,26.93,79.0,72.0,1.44,1626900449.0
381,tiksi,ru,71.6872,128.8694,4.04,95.0,100.0,1.85,1626900028.0
382,vadu moldovei,ro,47.3833,26.3667,17.72,80.0,99.0,4.41,1626900449.0
383,santa isabel do rio negro,br,-0.4139,-65.0192,26.15,94.0,75.0,1.19,1626900450.0
384,sawakin,sd,19.1059,37.3321,32.71,53.0,51.0,11.63,1626900450.0
385,igboho,ng,8.8333,3.75,23.74,79.0,98.0,2.81,1626900450.0
386,yuli,tw,9.6989,10.2744,24.01,88.0,30.0,1.96,1626899977.0
387,enshi,cn,30.3,109.4833,22.73,97.0,92.0,0.47,1626900451.0
388,kefalos,gr,36.7453,26.9589,26.12,65.0,0.0,6.69,1626900451.0
389,mapiripan,co,2.8892,-72.1256,22.33,98.0,100.0,2.16,1626900451.0
390,ouadda,cf,8.0777,22.4007,19.77,95.0,76.0,1.36,1626900452.0
391,ascension,mx,30.2169,-90.9001,34.0,66.0,1.0,1.54,1626899999.0
392,lhokseumawe,id,5.1801,97.1507,24.68,87.0,77.0,2.15,1626900452.0
393,sigli,id,5.3848,95.9609,25.86,75.0,82.0,3.95,1626900452.0
394,marevo,ru,57.3146,32.0804,9.92,83.0,5.0,1.5,1626900452.0
395,iisaku,ee,59.1014,27.3081,13.11,73.0,0.0,5.05,1626900453.0
396,novikovo,ru,51.1537,37.8879,16.77,90.0,99.0,5.37,1626900453.0
397,slave lake,ca,55.2834,-114.769,17.99,77.0,90.0,2.06,1626899983.0
398,westport,nz,41.1415,-73.3579,28.92,73.0,1.0,4.02,1626900453.0
399,shimoda,jp,34.6667,138.95,24.78,80.0,0.0,1.05,1626900454.0
400,smithers,ca,54.7804,-127.1743,16.18,63.0,75.0,1.03,1626900454.0
401,nizhniy baskunchak,ru,48.2198,46.8311,31.34,26.0,81.0,3.15,1626900454.0
402,odweyne,so,9.4092,45.064,23.01,52.0,38.0,9.82,1626900455.0
403,saint-pierre,re,-21.3393,55.4781,20.82,73.0,20.0,9.26,1626900455.0
404,mount abu,in,24.6,72.7,21.17,86.0,25.0,5.68,1626900455.0
405,casino,au,-28.8667,153.05,6.86,87.0,1.0,3.6,1626900456.0
406,lebowakgomo,za,-24.2,29.5,12.5,36.0,0.0,2.1,1626900456.0
407,irbeyskoye,ru,55.6428,95.4522,14.11,92.0,36.0,1.38,1626900456.0
408,mandalgovi,mn,45.7625,106.2708,15.7,83.0,100.0,5.98,1626899996.0
409,banda aceh,id,5.5577,95.3222,26.52,76.0,100.0,6.61,1626900172.0
410,khasan,ru,42.4308,130.6434,23.53,91.0,100.0,1.1,1626900457.0
411,mattru,sl,7.6244,-11.8332,23.67,90.0,100.0,1.27,1626900457.0
412,zavyalovo,ru,54.5053,82.4484,13.9,85.0,0.0,1.4,1626900457.0
413,port-gentil,ga,-0.7193,8.7815,23.98,83.0,75.0,5.14,1626900458.0
414,aklavik,ca,68.2191,-135.0107,29.4,47.0,40.0,1.54,1626900045.0
415,pemba,mz,-12.974,40.5178,24.39,88.0,40.0,3.58,1626900458.0
416,muisne,ec,0.6,-80.0333,25.99,79.0,41.0,4.85,1626900458.0
417,changtu,cn,42.7788,124.0955,22.59,92.0,10.0,1.8,1626900459.0
418,puerto cabezas,ni,14.0351,-83.3888,27.77,82.0,100.0,7.01,1626900459.0
419,dunedin,nz,-45.8742,170.5036,8.78,79.0,100.0,4.47,1626900014.0
420,kasamwa,tz,-2.85,32.4333,20.3,42.0,10.0,1.6,1626900459.0
421,kirovsk,ru,48.6375,38.6428,19.85,85.0,68.0,1.59,1626900460.0
422,curup,id,-3.4667,102.5333,18.36,94.0,32.0,0.73,1626900460.0
423,puerto colombia,co,10.9878,-74.9547,32.05,72.0,23.0,12.25,1626900460.0
424,kavaratti,in,10.5669,72.642,27.84,83.0,100.0,9.44,1626900043.0
425,hofn,is,64.2539,-15.2082,14.01,77.0,0.0,2.57,1626900194.0
426,nemuro,jp,43.3236,145.575,15.96,94.0,100.0,2.42,1626900042.0
427,bud,no,39.447,-86.1758,28.6,65.0,66.0,3.35,1626900461.0
428,cheney,us,47.4874,-117.5758,25.97,41.0,75.0,5.66,1626900461.0
429,buraydah,sa,26.326,43.975,35.25,21.0,54.0,1.82,1626900462.0
430,qinhuangdao,cn,39.9317,119.5883,23.83,85.0,100.0,0.25,1626900462.0
431,rostusa,mk,41.61,20.6,15.05,62.0,14.0,2.79,1626900462.0
432,ayan,ru,56.45,138.1667,16.02,93.0,99.0,0.12,1626900096.0
433,korla,cn,41.7597,86.1469,28.04,23.0,78.0,4.06,1626900113.0
434,coihaique,cl,-45.5752,-72.0662,12.97,54.0,75.0,1.54,1626899805.0
435,amapa,br,1.0,-52.0,25.33,91.0,51.0,1.79,1626900066.0
436,ternate,ph,0.8,127.4,27.01,79.0,95.0,2.44,1626900463.0
437,belmonte,br,-15.8631,-38.8828,23.28,73.0,28.0,4.31,1626900463.0
438,tahta,eg,26.7693,31.5021,35.18,25.0,1.0,6.69,1626900463.0
439,ballina,au,-28.8667,153.5667,6.98,70.0,1.0,2.57,1626900464.0
440,matara,lk,5.9485,80.5353,25.9,86.0,100.0,6.76,1626899952.0
441,san patricio,mx,28.017,-97.5169,34.4,40.0,4.0,2.41,1626900033.0
442,acajutla,sv,13.5928,-89.8275,37.19,59.0,29.0,3.51,1626900464.0
443,khani,ru,41.9563,42.9566,22.76,97.0,96.0,0.49,1626900465.0
444,cedar city,us,37.6775,-113.0619,30.66,26.0,1.0,3.6,1626900450.0
445,labytnangi,ru,66.6572,66.4183,12.37,83.0,42.0,0.57,1626900465.0
446,merauke,id,-8.4667,140.3333,23.9,90.0,97.0,4.57,1626900465.0
447,maromitsa,ru,59.8683,48.0123,12.22,94.0,98.0,1.08,1626900466.0
448,broome,au,42.2506,-75.833,22.83,65.0,75.0,0.89,1626899985.0
449,kutum,sd,14.2,24.6667,26.28,46.0,100.0,1.1,1626900206.0
450,carutapera,br,-1.195,-46.02,26.24,82.0,61.0,3.84,1626900466.0
451,tiarei,pf,-17.5333,-149.3333,28.01,78.0,31.0,7.43,1626900466.0
452,marawi,sd,7.9986,124.2928,21.47,91.0,100.0,2.53,1626900467.0
453,vigrestad,no,58.5667,5.7,13.89,76.0,9.0,7.86,1626900467.0
454,moche,pe,-8.1711,-79.0092,20.1,77.0,90.0,4.63,1626900467.0
455,amilly,fr,47.9728,2.7719,20.86,67.0,0.0,3.25,1626900468.0
456,manokwari,id,-0.8667,134.0833,25.87,79.0,100.0,0.87,1626900196.0
457,balkhash,kz,46.844,74.9804,23.37,52.0,61.0,7.02,1626900468.0
458,pithoragarh,in,29.5833,80.2167,17.32,99.0,100.0,0.89,1626900468.0
459,rindal,no,63.0565,9.2124,9.71,90.0,11.0,2.52,1626900469.0
460,char bhadrasan,bd,23.3167,90.2167,27.03,87.0,100.0,3.55,1626900469.0
461,yulin,cn,22.6333,110.15,24.3,97.0,100.0,2.1,1626900460.0
462,iralaya,hn,15.0,-83.2333,31.05,77.0,100.0,6.94,1626900469.0
463,ambilobe,mg,-13.2,49.05,19.71,72.0,0.0,1.83,1626900470.0
464,conceicao do araguaia,br,-8.2578,-49.2647,34.07,36.0,0.0,3.09,1626900201.0
465,katherine,au,-14.4667,132.2667,11.18,66.0,43.0,2.06,1626900044.0
466,nantucket,us,41.2835,-70.0995,28.19,82.0,40.0,4.12,1626900470.0
467,fort nelson,ca,58.8053,-122.7002,15.77,88.0,75.0,2.57,1626899990.0
468,barbate,es,36.1924,-5.9219,27.54,55.0,0.0,1.78,1626900471.0
469,ustka,pl,54.5805,16.8619,15.81,82.0,8.0,2.59,1626900313.0
470,terney,ru,45.0503,136.6092,21.44,97.0,100.0,1.05,1626900471.0
471,neuenhagen,de,52.5299,13.6891,19.97,80.0,51.0,1.67,1626900471.0
472,abiramam,in,9.4667,78.45,28.51,56.0,100.0,7.12,1626900471.0
473,jacqueville,ci,5.2052,-4.4146,25.95,82.0,63.0,3.75,1626900472.0
474,tres arroyos,ar,-38.3739,-60.2798,11.6,57.0,100.0,3.72,1626900190.0
475,marsabit,ke,2.3284,37.9899,21.07,45.0,55.0,8.41,1626900472.0
476,san vicente,ph,-26.6167,-54.1333,14.74,62.0,0.0,0.88,1626900473.0
477,gizo,sb,-8.103,156.8419,27.29,77.0,21.0,3.03,1626899985.0
478,ginda,er,30.6945,78.4932,18.39,91.0,56.0,0.86,1626900473.0
479,haukipudas,fi,65.1765,25.3523,16.03,78.0,100.0,10.06,1626900473.0
480,nogliki,ru,51.8333,143.1667,17.47,83.0,32.0,4.31,1626900474.0
481,pangai,to,-19.8,-174.35,26.06,61.0,20.0,6.17,1626900076.0
482,galesong,id,-5.3166,119.3661,24.01,83.0,100.0,1.21,1626899989.0
483,jutai,br,-5.1833,-68.9,31.31,45.0,4.0,1.21,1626900474.0
484,sokoni,tz,-6.4333,39.55,24.92,80.0,7.0,5.48,1626900114.0
485,bafata,gw,12.1667,-14.75,25.28,91.0,100.0,2.84,1626900475.0
486,troy,us,42.6056,-83.1499,25.97,50.0,40.0,0.45,1626900475.0
487,havre-saint-pierre,ca,50.2334,-63.5986,17.2,67.0,90.0,2.06,1626900318.0
488,lokosovo,ru,61.1333,74.8167,18.21,77.0,86.0,4.82,1626900475.0
489,vostok,ru,46.4856,135.8833,20.72,93.0,9.0,1.51,1626900476.0
490,moranbah,au,-22.0016,148.0466,6.02,47.0,0.0,4.58,1626900476.0
491,tsuruoka,jp,38.7217,139.8217,24.34,86.0,12.0,1.41,1626900476.0
492,warrington,us,53.3925,-2.5802,25.07,73.0,45.0,2.57,1626900477.0
493,millinocket,us,45.6573,-68.7098,19.08,96.0,90.0,2.57,1626900477.0
494,dukat,ru,62.55,155.55,18.16,59.0,100.0,1.79,1626900017.0
495,saint-joseph,re,-21.3667,55.6167,20.21,77.0,59.0,6.87,1626900243.0
496,opuwo,na,-18.0607,13.84,15.85,24.0,0.0,3.2,1626900108.0
497,patti,it,31.2808,74.8572,27.97,78.0,86.0,2.24,1626900478.0
498,rovaniemi,fi,66.5,25.7167,10.67,81.0,0.0,2.57,1626900478.0
499,omsukchan,ru,62.5333,155.8,19.06,59.0,100.0,1.8,1626900101.0
500,pontian kecil,my,1.4801,103.3899,28.07,86.0,74.0,3.54,1626900478.0
501,caribou,us,46.8606,-68.012,15.66,87.0,90.0,3.6,1626900479.0
502,diamantino,br,-14.4086,-56.4461,30.36,21.0,0.0,2.43,1626900049.0
503,vestmannaeyjar,is,63.4427,-20.2734,12.55,94.0,90.0,2.06,1626899981.0
504,olafsvik,is,64.8945,-23.7142,11.75,93.0,98.0,5.52,1626900053.0
505,kearney,us,40.6995,-99.0815,28.52,54.0,20.0,9.26,1626900229.0
506,hutchinson,us,38.0608,-97.9298,31.79,40.0,40.0,0.45,1626900192.0
507,mandera,ke,3.9366,41.867,27.83,51.0,92.0,8.76,1626900479.0
508,cochrane,ca,51.1834,-114.4687,27.15,73.0,90.0,8.23,1626900480.0
509,springbok,za,-29.6643,17.8865,4.3,81.0,38.0,1.04,1626900480.0
510,ishigaki,jp,24.3448,124.1572,28.16,90.0,100.0,20.05,1626900480.0
511,ponta do sol,cv,32.6667,-17.1,23.17,81.0,0.0,1.32,1626899979.0
512,flinders,au,-34.5833,150.8552,6.78,80.0,2.0,0.45,1626899959.0
513,rincon,an,32.296,-81.2354,32.14,68.0,75.0,3.6,1626900453.0
514,nova granada,br,-20.5339,-49.3142,28.14,18.0,92.0,0.26,1626900481.0
515,atherton,au,53.5237,-2.4935,24.75,73.0,33.0,0.89,1626900481.0
516,rawson,ar,-43.3002,-65.1023,13.62,57.0,100.0,8.76,1626900013.0
517,baltoji voke,lt,54.6,25.2,16.25,63.0,0.0,2.57,1626900482.0
518,makokou,ga,0.5738,12.8642,25.16,67.0,100.0,1.19,1626900482.0
519,cururupu,br,-1.8283,-44.8683,25.3,84.0,68.0,1.59,1626900482.0
520,ussuriysk,ru,43.7986,131.9508,22.9,95.0,69.0,2.15,1626900483.0
521,nkhotakota,mw,-12.9274,34.2961,19.88,73.0,15.0,1.86,1626900483.0
522,rapina,ee,58.0981,27.4636,12.97,64.0,1.0,3.68,1626900483.0
523,kigoma,tz,-4.8769,29.6267,23.44,55.0,0.0,1.71,1626900484.0
524,abu kamal,sy,34.4506,40.9171,33.47,21.0,0.0,6.89,1626900484.0
525,maryborough,au,-25.5333,152.7,5.76,76.0,20.0,1.27,1626900484.0
526,wenatchee,us,47.4235,-120.3103,28.47,27.0,1.0,2.24,1626900485.0
527,cheremukhovo,ru,60.3484,59.9851,15.62,70.0,100.0,1.56,1626900485.0
528,abashiri,jp,44.0213,144.2697,18.86,92.0,100.0,1.41,1626900485.0
529,sirnak,tr,37.5228,42.4594,22.54,30.0,0.0,0.76,1626900486.0
530,pilot butte,ca,50.4668,-104.4178,26.79,59.0,40.0,1.54,1626900486.0
531,college,us,64.8569,-147.8028,21.99,53.0,75.0,2.06,1626900068.0
532,nizwa,om,22.9333,57.5333,31.54,54.0,45.0,1.47,1626900486.0
533,petropavlovsk-kamchatskiy,ru,53.0452,158.6483,14.33,100.0,20.0,1.0,1626900487.0
534,panjab,af,34.388,67.0233,10.48,45.0,3.0,2.33,1626900487.0
535,flin flon,ca,54.7682,-101.865,21.91,78.0,90.0,0.0,1626900033.0
536,onguday,ru,50.75,86.15,13.43,87.0,6.0,0.77,1626900487.0
537,evensk,ru,61.95,159.2333,10.27,89.0,98.0,4.58,1626900057.0
538,weyburn,ca,49.6668,-103.8511,26.12,57.0,42.0,2.57,1626900488.0
539,byron bay,au,-28.65,153.6167,10.97,67.0,0.0,4.57,1626899947.0
540,russell,nz,32.3502,-85.1999,30.6,66.0,40.0,2.06,1626900488.0
541,tevriz,ru,57.509,72.4042,16.07,82.0,12.0,2.5,1626900488.0
542,oranjemund,na,-28.55,16.4333,11.34,66.0,0.0,4.87,1626899996.0
543,nahavand,ir,34.1885,48.377,25.38,17.0,4.0,1.77,1626900489.0
544,beyneu,kz,45.3167,55.2,35.09,21.0,82.0,5.18,1626900489.0
545,cobija,bo,-11.0267,-68.7692,29.1,48.0,0.0,3.09,1626900490.0
546,northam,au,51.0333,-4.2167,22.89,76.0,36.0,1.25,1626900490.0
547,elizabeth city,us,36.2946,-76.2511,34.03,62.0,20.0,2.24,1626899994.0
548,cao bang,vn,22.6667,106.25,24.04,96.0,100.0,0.99,1626900490.0
549,ancud,cl,-41.8697,-73.8203,11.74,84.0,100.0,5.65,1626900009.0
